"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"mmu05022","mmu05022","Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse)",347,0.281911908630186,1.22777551408103,0.0361184904141739,0.0826655590465248,0.0476582008430167,2870,"tags=34%, list=26%, signal=26%","Plcb1/Hip1/Htra2/Fzd7/Bcl2/App/Dnah12/Fus/Calm1/Map3k5/Raf1/Itpr1/Gnaq/Ryr1/Psma7/Ube2l3/Daxx/Ube2g2/Slc25a4/Capn2/Tnfrsf1b/Chmp2b/Slc25a5/Cox4i1/Gpx3/Atp5f1c/Dnah8/Sod1/Apaf1/Prkcb/Nfkb1/Itpr3/Map2k1/Casp8/Sem1/Camk2g/Sqstm1/Atp5pb/Dvl1/Ndufa10/Rac1/Klc4/Ppp3r1/Cox8a/Bad/Kras/Ube2l6/Atp5pd/Tank/Cacna1d/Ern1/Ift57/Psma4/Sdhd/Mapk3/Klc2/Uba7/Dlg4/Ndufa13/Lrp6/Ndufa8/Hsd17b10/Araf/Plcb3/Cox7a2l/ND5/Vdac2/Atp5mc1/Atp5po/COX1/Ndufb3/Ndufs8/Fas/Atp5f1d/Pink1/Calml4/Ndufb10/Ndufb11/Psmb1/Gpx1/Psmb4/Rab1a/Cox7b/Cox5b/Atp5mc3/Ndufb5/Atg13/Ndufb1/Uqcrq/Ndufs2/Rab8a/Cox6c/Psmd8/Ndufc2/Atxn2l/Ndufa1/Atxn3/Ppp3ca/Uqcr11/Wdr41/Vdac1/Lrrk2/Atp2a3/Cox6b1/Ndufa6/Ndufb9/Htt/Dctn3/Ndufa2/Wnt6/Map2k6/Mapk11/Csnk1a1/Rela/Ddit3/Tnfrsf1a/Cat/Il1b"
"mmu05215","mmu05215","Prostate cancer - Mus musculus (house mouse)",70,0.393853226458091,1.39736147753501,0.0366917997858275,0.0833904540586988,0.0480761160241243,2163,"tags=39%, list=20%, signal=31%","Bcl2/Tcf7l2/Cdkn1b/Pten/Raf1/Pdgfb/E2f2/Rb1/Nfkb1/Map2k1/Pik3cd/Bad/Etv5/Fgfr1/Kras/Akt1/Creb3l2/Nfkbia/Mapk3/Pdgfrb/Ccnd1/Plau/Araf/Chuk/Akt3/Pik3r2/Crebbp"
"mmu04064","mmu04064","NF-kappa B signaling pathway - Mus musculus (house mouse)",83,0.372307282099129,1.35601938026325,0.0377306829472607,0.0851560552629148,0.0490940172851784,1794,"tags=24%, list=17%, signal=20%","Bcl2a1d/Bcl2/Traf1/Bcl2a1a/Ltb/Map3k14/Rigi/Traf3/Prkcb/Card10/Nfkb1/Cd14/Tnfsf14/Parp1/Bcl2a1b/Lbp/Nfkbia/Gadd45g/Traf5/Plau"
"mmu05211","mmu05211","Renal cell carcinoma - Mus musculus (house mouse)",60,0.409945919111617,1.41106133834197,0.0392080472232801,0.087880105845283,0.0506644820743656,2300,"tags=43%, list=21%, signal=34%","Ets1/Met/Raf1/Rap1b/Pdgfb/Ptpn11/Gab1/Map2k1/Pik3cd/Hgf/Rap1a/Rapgef1/Rac1/Bad/Hif1a/Kras/Akt1/Crk/Mapk3/Araf/Egln3/Akt3/Pik3r2/Crebbp/Egln2/Fh1"
"mmu01523","mmu01523","Antifolate resistance - Mus musculus (house mouse)",22,0.535085546059224,1.50335771229226,0.0423977104826214,0.0943784651154244,0.0544109045847629,1324,"tags=27%, list=12%, signal=24%","Mthfr/Abcc5/Abcc4/Nfkb1/Ggh/Abcc3"
"mmu04261","mmu04261","Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse)",79,0.37292497981056,1.33995154250641,0.0496031746031746,0.109666882626066,0.0632249558135702,2059,"tags=32%, list=19%, signal=26%","Plcb1/Pik3r6/Atp1a1/Adcy7/Bcl2/Atp2b1/Ppp1cb/Adrb1/Calm1/Gnaq/Adrb2/Tpm4/Ppp2r5c/Camk2g/Adcy4/Akt1/Creb3l2/Cacna1d/Mapk3/Prkacb/Plcb3/Ppp1ca/Ppp2r1b/Akt3/Calml4"
"mmu00604","mmu00604","Glycosphingolipid biosynthesis - ganglio series - Mus musculus (house mouse)",13,0.637844865594545,1.5362250748864,0.0516898608349901,0.113508140347107,0.065439510872178,1515,"tags=54%, list=14%, signal=46%","St3gal1/St3gal5/Hexa/B4galnt1/Glb1/Hexb/St6galnac4"
"mmu00071","mmu00071","Fatty acid degradation - Mus musculus (house mouse)",30,0.482291453040493,1.44112524224488,0.0537190082644628,0.117172333462754,0.0675519849599038,2273,"tags=50%, list=21%, signal=40%","Aldh2/Aldh1b1/Acox3/Hadh/Echs1/Acadm/Acaa1a/Aldh3a2/Acat1/Acsl5/Acsl4/Acadsb/Eci2/Aldh9a1/Cpt1a"
"mmu00030","mmu00030","Pentose phosphate pathway - Mus musculus (house mouse)",23,0.519713259897192,1.47175181701698,0.0544354838709677,0.117943548387097,0.0679966044142615,2714,"tags=43%, list=25%, signal=33%","Pgd/Taldo1/H6pd/Gpi1/Pfkl/Pgm2/Pgls/Pfkm/Pfkp/Rbks"
"mmu04976","mmu04976","Bile secretion - Mus musculus (house mouse)",27,0.493021473786524,1.46031484381789,0.0561122244488978,0.120771344012528,0.0696268801108666,1768,"tags=41%, list=16%, signal=34%","Atp1a1/Adcy7/Rxra/Ugt1a7c/Nceh1/Abcc4/Aqp9/Abcc3/Adcy4/Prkacb/Abcb1b"
"mmu03040","mmu03040","Spliceosome - Mus musculus (house mouse)",125,-0.332253614362351,-1.28544124367004,0.0579710144927536,0.123951182303585,0.0714601148179373,3219,"tags=42%, list=30%, signal=30%","Hspa1a/Eif4a3/Lsm7/Ddx23/Sf3b6/Slu7/Dhx16/Snrpb/Sf3a3/Puf60/Pqbp1/Hnrnpa3/U2af1/Lsm2/Prpf38b/Tra2b/Ncbp2/Bcas2/Tra2a/Hnrnpk/Ppie/Lsm8/Rbm8a/Lsm3/Snrpc/Hspa1b/Snrnp40/Srsf3/Snrnp27/Thoc3/Rbm22/Prpf19/Plrg1/Cdc5l/Ddx46/U2surp/Magoh/Usp39/Prpf31/Prpf40a/Ccdc12/Snrpa1/Lsm6/Wbp11/Snw1/Alyref/Lsm5/Thoc2/Snrnp200/Snrpd1/Ncbp1/Prpf18"
"mmu05214","mmu05214","Glioma - Mus musculus (house mouse)",58,0.406376056685967,1.37970653994029,0.06187624750499,0.130582989864427,0.0752834726991676,2160,"tags=38%, list=20%, signal=31%","Calm1/Pten/Raf1/Pdgfb/E2f2/Rb1/Camk1/Prkcb/Map2k1/Pik3cd/Camk2g/Kras/Cdk6/Akt1/Mapk3/Pdgfrb/Gadd45g/Ccnd1/Araf/Akt3/Calml4/Pik3r2"
"mmu04310","mmu04310","Wnt signaling pathway - Mus musculus (house mouse)",96,0.346567227360142,1.29293521713792,0.0616570327552987,0.130582989864427,0.0752834726991676,2269,"tags=32%, list=21%, signal=26%","Plcb1/Fzd7/Tcf7l2/Nfatc3/Ccnd2/Rspo1/Tle1/Ccdc88c/Smad3/Prkcb/Tle3/Camk2g/Dvl1/Rhoa/Rac1/Ctnnd2/Ppp3r1/Nfatc1/Apcdd1/Prkacb/Chd8/Ccnd1/Tle4/Tbl1x/Lrp6/Plcb3/Prickle3/Crebbp/Ctnnbip1/Vangl2/Daam1"
"mmu00410","mmu00410","beta-Alanine metabolism - Mus musculus (house mouse)",20,0.544161230692879,1.47749340495353,0.0631364562118126,0.132382892057026,0.0763211491049416,1279,"tags=35%, list=12%, signal=31%","Aldh2/Cndp2/Aldh1b1/Smox/Acox3/Echs1/Aldh3a2"
"mmu04664","mmu04664","Fc epsilon RI signaling pathway - Mus musculus (house mouse)",51,0.419537247863888,1.3925174343935,0.0645161290322581,0.133552496404356,0.0769954473197582,2192,"tags=31%, list=20%, signal=25%","Alox5/Fyn/Alox5ap/Raf1/Map2k1/Pik3cd/Rac1/Kras/Akt1/Lcp2/Mapk3/Gab2/Fcer1g/Akt3/Pik3r2/Vav3"
"mmu03018","mmu03018","RNA degradation - Mus musculus (house mouse)",69,-0.379205395226185,-1.33035153050214,0.064128256513026,0.133552496404356,0.0769954473197582,2813,"tags=42%, list=26%, signal=31%","Cnot10/Ddx6/Lsm2/Hspa9/Dcp2/Lsm8/Btg3/Lsm3/Cnot1/Pan2/Mtrex/Btg1/Cnot8/Exosc3/Exosc5/Dcp1b/Nudt16/Mphosph6/Lsm1/Exosc9/Lsm6/Cnot9/Skic3/Exosc10/Tob1/Edc3/Lsm5/Dis3l/Dcp1a"
"mmu04721","mmu04721","Synaptic vesicle cycle - Mus musculus (house mouse)",36,0.446700910350496,1.38026616629996,0.065843621399177,0.135437828827421,0.0780823758098168,1167,"tags=25%, list=11%, signal=22%","Ap2a2/Stx3/Atp6v1b2/Clta/Atp6v1a/Atp6v0c/Slc6a12/Stx2/Tcirg1"
"mmu05225","mmu05225","Hepatocellular carcinoma - Mus musculus (house mouse)",117,0.330756682102126,1.27263798908163,0.0684410646387833,0.139895257909463,0.080652164883836,2002,"tags=29%, list=18%, signal=24%","Met/Fzd7/Tcf7l2/Mgst1/Pten/Raf1/Tgfbr1/E2f2/Rb1/Tgfbr2/Smad3/Nfe2l2/Prkcb/Actg1/Gab1/Map2k1/Pik3cd/Hgf/Gstm1/Dvl1/Bad/Kras/Cdk6/Akt1/Smarcc2/Mapk3/Gadd45g/Ccnd1/Lrp6/Keap1/Araf/Brd7/Akt3/Smarca2"
"mmu00450","mmu00450","Selenocompound metabolism - Mus musculus (house mouse)",15,-0.58521242778408,-1.46171823469495,0.0744466800804829,0.151219818913481,0.0871809806205655,1897,"tags=47%, list=17%, signal=39%","Scly/Sephs1/Pstk/Mars1/Mtr/Sephs2/Kyat1"
"mmu00062","mmu00062","Fatty acid elongation - Mus musculus (house mouse)",21,0.514007244173027,1.41798795760944,0.077079107505071,0.155594471671727,0.089703047635846,1013,"tags=24%, list=9%, signal=22%","Hacd4/Hadh/Echs1/Elovl5/Acot7"
"mmu00100","mmu00100","Steroid biosynthesis - Mus musculus (house mouse)",17,-0.566158861226776,-1.47041508455588,0.078125,0.155770705521472,0.0898046496609622,1900,"tags=53%, list=17%, signal=44%","Msmo1/Hsd17b7/Cyp2r1/Dhcr24/Soat2/Fdft1/Dhcr7/Sc5d/Lipa"
"mmu05132","mmu05132","Salmonella infection - Mus musculus (house mouse)",215,0.294178933136184,1.21667397968176,0.0776699029126214,0.155770705521472,0.0898046496609622,3199,"tags=39%, list=29%, signal=28%","Cyth3/Cyfip2/Bcl2/Kpna4/Tcf7l2/Anxa2/S100a10/Ahnak/Raf1/Nod1/Rras/Ripk2/Mlkl/Flna/Tlr9/Actg1/Nfkb1/Cd14/Naip6/Tlr5/Il18/Map2k1/Pik3cd/Pfn1/Casp8/Nlrp3/Rhoa/Exoc2/Casp4/Rac1/Fos/Klc4/Snx9/Naip5/Akt1/Nlrc4/Rilp/Arpc5l/Txn2/Nfkbia/Mapk3/Elmo1/Klc2/Arpc5/Actr3/Arpc1b/Gsdmd/Chuk/Akt3/Rps3/Rab9/Tab2/Elmo2/Arpc1a/Arpc3/Tlr2/Ptprc/Hsp90aa1/Tcf7/Rab7b/Tnfsf10/Dctn3/Pak1/Map2k6/Pik3c2b/Mapk11/Plekhm1/Rela/Kpna1/Tnfrsf1a/Il1b/Plekhm2/Fhod1/Pycard/Hsp90ab1/Rab7/Arf6/Tubb1/Cycs/Tnf/Cse1l/Cyth2/Fyco1"
"mmu04066","mmu04066","HIF-1 signaling pathway - Mus musculus (house mouse)",81,0.355005121709091,1.28732924196206,0.08203125,0.162561928353659,0.0937199133504493,2282,"tags=36%, list=21%, signal=28%","Bcl2/Eno3/Cdkn1b/Ldhb/Insr/Prkcb/Nfkb1/Stat3/Map2k1/Pik3cd/Pfkl/Camk2g/Hk2/Hk1/Hif1a/Pdha1/Akt1/Mapk3/Hk3/Rps6/Egln3/Trf/Akt3/Pik3r2/Crebbp/Pfkm/Ifngr1/Egln2/Mknk1"
"mmu04330","mmu04330","Notch signaling pathway - Mus musculus (house mouse)",49,0.4053865698227,1.33169148758657,0.082995951417004,0.16347687400319,0.0942473961864544,2163,"tags=33%, list=20%, signal=26%","Notch1/Hes1/Tle1/Nrarp/Jag1/Lfng/Tle3/Maml2/Dvl1/Spen/Notch2/Ncor2/Tle4/Aph1b/Dtx3l/Crebbp"
"mmu04742","mmu04742","Taste transduction - Mus musculus (house mouse)",17,0.543717129473151,1.40692984653135,0.0836734693877551,0.163818539463978,0.0944443725492734,1850,"tags=47%, list=17%, signal=39%","Plcb1/Scnn1a/P2ry1/Itpr3/Adcy4/Prkacb/Pde1b/Plcb3"
"mmu01200","mmu01200","Carbon metabolism - Mus musculus (house mouse)",83,0.349823498825587,1.27412883627855,0.0842911877394636,0.164039736618717,0.0945718967388876,3067,"tags=42%, list=28%, signal=30%","Eno3/Idh1/Pgd/Acss1/Acox3/Taldo1/Idh2/Esd/Echs1/H6pd/Gpi1/Pfkl/Glud1/Acat1/Hk2/Hk1/Pdha1/Pccb/Pgls/Sdhd/Hk3/Aco1/Me2/Pfkm/Psat1/Fh1/Mdh1/Pfkp/Adpgk/Suclg1/Mcee/Cat/Got2/Sucla2/Cs"
"mmu05412","mmu05412","Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse)",37,0.428995158756344,1.33686840130356,0.088659793814433,0.16949666464524,0.0977179151638952,2175,"tags=43%, list=20%, signal=35%","Jup/Itga1/Itgb1/Tcf7l2/Sntb1/Itga5/Actg1/Itgav/Itgb7/Itgb5/Itgb3/Cacna1d/Emd/Sgcb/Itga3/Itga4"
"mmu04668","mmu04668","TNF signaling pathway - Mus musculus (house mouse)",97,0.339702829363733,1.26956563584266,0.0879541108986616,0.16949666464524,0.0977179151638952,2223,"tags=32%, list=20%, signal=26%","Traf1/Map3k5/Vegfc/Ifi47/Jag1/Tnfrsf1b/Frmd8/Map3k14/Mlkl/Traf3/Cxcl10/Nfkb1/Map3k8/Map2k1/Pik3cd/Socs3/Casp8/Ccl2/Fos/Cebpb/Akt1/Creb3l2/Nfkbia/Mapk3/Traf5/Chuk/Akt3/Fas/Tab2/Pik3r2/Bcl3"
"mmu04141","mmu04141","Protein processing in endoplasmic reticulum - Mus musculus (house mouse)",153,-0.314823274474146,-1.23541472757116,0.0881720430107527,0.16949666464524,0.0977179151638952,888,"tags=14%, list=8%, signal=13%","Pdia4/Mbtps2/Rnf5/Sec61a2/Dad1/Hspbp1/Dnajb11/Yod1/Marchf6/Sil1/Sec24a/Dnaja1/Bax/Sar1a/Sec24c/Ube2d1/Ube2d3/Cryab/Rad23a/Ube2d2a/Pdia6/Dnaja2"
"mmu04666","mmu04666","Fc gamma R-mediated phagocytosis - Mus musculus (house mouse)",77,0.362476895307581,1.29768009989323,0.09,0.170058139534884,0.0980416156670747,2237,"tags=42%, list=21%, signal=33%","Fcgr4/Gsn/Raf1/Vasp/Ncf1/Prkcb/Hck/Fcgr1/Map2k1/Pik3cd/Rac1/Akt1/Pld1/Arpc5l/Crk/Sphk2/Mapk3/Arpc5/Gab2/Dock1/Actr3/Arpc1b/Bin1/Akt3/Asap1/Plpp2/Pik3r2/Inppl1/Vav3/Fcgr2b/Arpc1a/Arpc3"
"mmu04728","mmu04728","Dopaminergic synapse - Mus musculus (house mouse)",81,0.346395221568785,1.25610778755704,0.08984375,0.170058139534884,0.0980416156670747,2059,"tags=32%, list=19%, signal=26%","Plcb1/Ppp1cb/Calm1/Gng2/Itpr1/Gnaq/Comt/Gngt2/Prkcb/Ppp2r5c/Itpr3/Camk2g/Gnb1/Gsk3a/Fos/Maob/Akt1/Creb3l2/Cacna1d/Prkacb/Plcb3/Ppp1ca/Ppp2r1b/Gng10/Akt3/Calml4"
"mmu05134","mmu05134","Legionellosis - Mus musculus (house mouse)",50,0.398462784044563,1.31395696837752,0.0909090909090909,0.170782974251182,0.0984594960865116,1582,"tags=30%, list=15%, signal=26%","C3/Itgb2/Eef1a1/Apaf1/Nfkb1/Cd14/Naip6/Tlr5/Il18/Casp8/Naip5/Nlrc4/Hspa8/Nfkbia/Bnip3"
"mmu03030","mmu03030","DNA replication - Mus musculus (house mouse)",34,0.441764113149765,1.35041395516016,0.0933609958506224,0.172030117423383,0.0991784968465173,2872,"tags=47%, list=26%, signal=35%","Mcm5/Pold1/Lig1/Mcm6/Mcm7/Rfc2/Pole4/Dna2/Mcm2/Prim2/Mcm3/Mcm4/Pola2/Fen1/Ssbp1/Rnaseh2b"
"mmu04215","mmu04215","Apoptosis - multiple species - Mus musculus (house mouse)",27,0.452588347284698,1.34055313372623,0.092184368737475,0.172030117423383,0.0991784968465173,1111,"tags=22%, list=10%, signal=20%","Htra2/Bcl2/Birc6/Bcl2l11/Apaf1/Casp8"
"mmu04722","mmu04722","Neurotrophin signaling pathway - Mus musculus (house mouse)",97,0.337106350230695,1.25986185831552,0.0936902485659656,0.172030117423383,0.0991784968465173,1641,"tags=25%, list=15%, signal=21%","Rps6ka2/Bcl2/Calm1/Map3k5/Raf1/Rap1b/Ptpn11/Ripk2/Gab1/Nfkb1/Map2k1/Ywhae/Pik3cd/Rap1a/Camk2g/Rapgef1/Rhoa/Rac1/Bad/Kras/Akt1/Nfkbia/Crk/Mapk3"
"mmu05161","mmu05161","Hepatitis B - Mus musculus (house mouse)",130,0.314090521628457,1.22482640444648,0.0935114503816794,0.172030117423383,0.0991784968465173,1518,"tags=27%, list=14%, signal=23%","Bcl2/Ptk2b/Nfatc3/Stat2/Raf1/Tgfbr1/Tyk2/E2f2/Rb1/Ywhaz/Ifih1/Tgfbr2/Rigi/Smad3/Apaf1/Traf3/Ddx3x/Prkcb/Nfkb1/Ikbke/Stat5b/Stat3/Map2k1/Pik3cd/Irf7/Casp8/Fos/Jak2/Irf3/Bad/Nfatc1/Kras/Akt1/Creb3l2/Nfkbia"
"mmu00532","mmu00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Mus musculus (house mouse)",16,-0.56457554938999,-1.42946490762943,0.0948616600790514,0.173202469245459,0.0998543790305804,1843,"tags=50%, list=17%, signal=42%","Chpf2/Dse/Csgalnact2/Chst7/B3galt6/B4galt7/Ust/Xylt2"
"mmu05414","mmu05414","Dilated cardiomyopathy - Mus musculus (house mouse)",46,0.402706775252236,1.30227796517894,0.0973084886128364,0.175980073640892,0.101455718568676,2175,"tags=43%, list=20%, signal=35%","Adcy7/Itga1/Itgb1/Adrb1/Sntb1/Tpm4/Itga5/Actg1/Itgav/Itgb7/Itgb5/Adcy4/Itgb3/Cacna1d/Prkacb/Emd/Sgcb/Itga3/Adcy9/Itga4"
"mmu04910","mmu04910","Insulin signaling pathway - Mus musculus (house mouse)",103,0.327887678039686,1.23679542050964,0.0974658869395711,0.175980073640892,0.101455718568676,2340,"tags=33%, list=22%, signal=26%","Cblb/Ppp1cb/Calm1/Rhoq/Raf1/Insr/Prkar2b/Flot2/Map2k1/Pik3cd/Socs3/Flot1/Rapgef1/Bad/Hk2/Hk1/Kras/Akt1/Lipe/Crk/Mapk3/Prkacb/Hk3/Araf/Rps6/Ppp1ca/Akt3/Calml4/Pik3r2/Inppl1/Prkci/Mknk1/Pygm/Pde3b"
"mmu05224","mmu05224","Breast cancer - Mus musculus (house mouse)",78,0.358824786357298,1.28470138575385,0.0981963927855711,0.176319489808346,0.101651398172909,2160,"tags=36%, list=20%, signal=29%","Notch1/Fzd7/Tcf7l2/Hes1/Pten/Raf1/E2f2/Rb1/Jag1/Map2k1/Pik3cd/Dvl1/Fos/Fgfr1/Kras/Cdk6/Akt1/Mapk3/Gadd45g/Ccnd1/Notch2/Esr1/Lrp6/Araf/Ncoa3/Akt3/Sp1/Pik3r2"
"mmu04120","mmu04120","Ubiquitin mediated proteolysis - Mus musculus (house mouse)",127,-0.316831228475042,-1.22909600483109,0.0993788819875776,0.177462289263531,0.102310242879056,1811,"tags=18%, list=17%, signal=15%","Ube2j1/Prpf19/Ube2f/Pias2/Anapc1/Wwp1/Ube2i/Ercc8/Ube2s/Anapc10/Anapc5/Anapc11/Uba52/Cul2/Cul3/Fbxw7/Ube2d1/Ddb1/Uba2/Elob/Ube3b/Ube2d3/Ube2d2a"
"mmu00511","mmu00511","Other glycan degradation - Mus musculus (house mouse)",15,0.554762900412564,1.39292760670062,0.102970297029703,0.182870746091003,0.105428316774732,2379,"tags=47%, list=22%, signal=36%","Hexa/Glb1/Hexb/Engase/Aga/Man2b2/Man2c1"
"mmu03013","mmu03013","Nucleocytoplasmic transport - Mus musculus (house mouse)",99,-0.335096363389058,-1.24032655097838,0.106995884773663,0.188987296475219,0.108954619506361,633,"tags=12%, list=6%, signal=12%","Ipo11/Upf2/Xpo7/Alyref/Thoc2/Snupn/Ncbp1/Kpna6/Nup43/Ipo5/Nup42/Pym1"
"mmu04927","mmu04927","Cortisol synthesis and secretion - Mus musculus (house mouse)",36,0.420559370545192,1.29949112847894,0.109053497942387,0.191580469358247,0.110449630917467,2169,"tags=42%, list=20%, signal=33%","Plcb1/Adcy7/Itpr1/Gnaq/Nr4a1/Nceh1/Itpr3/Pde8a/Adcy4/Creb3l2/Cacna1d/Prkacb/Plcb3/Sp1/Adcy9"
"mmu05223","mmu05223","Non-small cell lung cancer - Mus musculus (house mouse)",61,0.37059531536173,1.28151358211356,0.111328125,0.194524949596774,0.112147177419355,1830,"tags=33%, list=17%, signal=27%","Met/Rassf5/Raf1/Rxra/E2f2/Rb1/Prkcb/Stat5b/Stat3/Map2k1/Pik3cd/Hgf/Bad/Kras/Cdk6/Akt1/Mapk3/Gadd45g/Ccnd1/Araf"
"mmu01230","mmu01230","Biosynthesis of amino acids - Mus musculus (house mouse)",48,0.391691656302538,1.2846558752487,0.112903225806452,0.196222183888218,0.113125663909645,687,"tags=12%, list=6%, signal=12%","Glul/Eno3/Idh1/Aldh18a1/Taldo1/Idh2"
"mmu01040","mmu01040","Biosynthesis of unsaturated fatty acids - Mus musculus (house mouse)",21,0.480321429400531,1.32505915119444,0.113590263691684,0.196366147339347,0.113208661462036,2242,"tags=43%, list=21%, signal=34%","Hacd4/Acox3/Scd1/Elovl5/Acot7/Acaa1a/Hsd17b4/Scd2/Hacd3"
"mmu04620","mmu04620","Toll-like receptor signaling pathway - Mus musculus (house mouse)",83,0.339849561055462,1.23780171198065,0.114942528735632,0.197652496503071,0.113950265190435,2160,"tags=31%, list=20%, signal=25%","Stat2/Tyk2/Traf3/Cxcl10/Tlr9/Nfkb1/Ikbke/Cd14/Tlr5/Map3k8/Map2k1/Pik3cd/Irf7/Casp8/Rac1/Fos/Irf3/Lbp/Tlr7/Akt1/Nfkbia/Mapk3/Chuk/Akt3/Tab2/Pik3r2"
"mmu03420","mmu03420","Nucleotide excision repair - Mus musculus (house mouse)",57,-0.371306140152485,-1.26809286024098,0.115768463073852,0.198025002626326,0.11416502175704,2155,"tags=26%, list=20%, signal=21%","Gtf2h4/Polr2l/Pole2/Gtf2h5/Cetn2/Ercc1/Rfc3/Ercc8/Uvssa/Polr2e/Cdk7/Polr2h/Ercc4/Ddb1/Rad23a"
"mmu05034","mmu05034","Alcoholism - Mus musculus (house mouse)",73,0.350593963410724,1.2348646019957,0.121149897330595,0.206145113258867,0.118846413473938,1888,"tags=29%, list=17%, signal=24%","Slc29a1/Slc29a3/H2az1/Ppp1cb/Calm1/Gng2/Raf1/Camkk2/Gngt2/Map2k1/Gnb1/Maob/Adora2a/Kras/Creb3l2/Mapk3/Hdac10/Prkacb/Araf/Ppp1ca/Gng10"
"mmu04911","mmu04911","Insulin secretion - Mus musculus (house mouse)",37,0.414154840969353,1.29062183765411,0.123711340206186,0.209407216494845,0.12072707542051,1850,"tags=32%, list=17%, signal=27%","Plcb1/Atp1a1/Adcy7/Gnaq/Prkcb/Itpr3/Camk2g/Adcy4/Creb3l2/Cacna1d/Prkacb/Plcb3"
"mmu04730","mmu04730","Long-term depression - Mus musculus (house mouse)",37,0.411835270836329,1.28339341105732,0.125773195876289,0.21179424176059,0.122103238974526,1880,"tags=35%, list=17%, signal=29%","Plcb1/Raf1/Itpr1/Gnaq/Ryr1/Prkcb/Itpr3/Map2k1/Kras/Mapk3/Araf/Plcb3/Ppp2r1b"
"mmu00230","mmu00230","Purine metabolism - Mus musculus (house mouse)",75,0.340111030368903,1.21054209561461,0.132530120481928,0.222022109054776,0.127999790807288,2415,"tags=33%, list=22%, signal=26%","Adcy7/Pnp/Dck/Aprt/Pde7b/Papss2/Rrm1/Pde4b/Gda/Pgm2/Ppat/Pde8a/Adcy4/Lacc1/Pde1b/Ak8/Ntpcr/Pde7a/Ampd2/Pde5a/Adcy9/Entpd6/Ampd3/Pde3b/Entpd1"
"mmu00590","mmu00590","Arachidonic acid metabolism - Mus musculus (house mouse)",24,0.452330994551262,1.29910043916309,0.138613861386139,0.231023102310231,0.133189027404765,2075,"tags=33%, list=19%, signal=27%","Alox5/Tbxas1/Gpx4/Hpgd/Cbr2/Lta4h/Ptgs1/Ptgr1"
"mmu05142","mmu05142","Chagas disease - Mus musculus (house mouse)",73,0.34182514259301,1.20397899768097,0.151950718685832,0.251959099861711,0.145259011418249,2221,"tags=32%, list=20%, signal=25%","C3/Plcb1/Tgfbr1/Gnaq/Ace/Tgfbr2/Tlr9/Nfkb1/Pik3cd/Casp8/Ccl2/Fos/Akt1/Nfkbia/Mapk3/Plcb3/Ppp2r1b/Calr/Chuk/Akt3/Fas/Pik3r2/Ifngr1"
"mmu04980","mmu04980","Cobalamin transport and metabolism - Mus musculus (house mouse)",15,-0.522209717204457,-1.30435279521146,0.152917505030181,0.252275071750299,0.145441174968593,1111,"tags=33%, list=10%, signal=30%","Mmab/Zfp523/Mtr/Mmachc/Mtrr"
"mmu04068","mmu04068","FoxO signaling pathway - Mus musculus (house mouse)",100,0.317280896243127,1.19436302767334,0.155470249520154,0.255191066131565,0.147122298854797,2163,"tags=31%, list=20%, signal=25%","Bcl6/Cdkn1b/Ccnd2/Pten/Raf1/Tgfbr1/Bcl2l11/Insr/Tgfbr2/Smad3/Stat3/Map2k1/Pik3cd/Gabarap/Plk2/Cdkn2d/S1pr1/Kras/Akt1/Sgk1/S1pr4/Bnip3/Mapk3/Gadd45g/Ccnd1/Araf/Chuk/Akt3/Ccng2/Pik3r2/Crebbp"
"mmu00512","mmu00512","Mucin type O-glycan biosynthesis - Mus musculus (house mouse)",17,0.503395546270309,1.30259316888714,0.157142857142857,0.256640344580043,0.147957834284203,1654,"tags=41%, list=15%, signal=35%","C1galt1c1/St3gal1/Galnt1/B4galt5/Galnt4/St6galnac4/Galnt2"
"mmu05321","mmu05321","Inflammatory bowel disease - Mus musculus (house mouse)",38,0.397066836784082,1.2425821835549,0.161157024793388,0.261880165289256,0.150978686385385,3308,"tags=58%, list=30%, signal=40%","Maf/Il2rg/Smad3/Nfkb1/Tlr5/Stat3/Il18/H2-Ob/Nfatc1/H2-DMa/H2-Eb1/Ifngr1/Tlr2/Rora/Il4ra/H2-Eb2/Rela/Il1b/Tnf/H2-Oa/H2-Aa/H2-Ab1"
"mmu01212","mmu01212","Fatty acid metabolism - Mus musculus (house mouse)",45,0.372917153207674,1.20333313372456,0.167006109979633,0.270034754942193,0.155679955885702,2273,"tags=36%, list=21%, signal=28%","Hacd4/Acox3/Scd1/Hadh/Echs1/Elovl5/Acadm/Acaa1a/Acat1/Acsl5/Acsl4/Acadsb/Hsd17b4/Scd2/Hacd3/Cpt1a"
